station_id,station_name,source,lat,lon,cluster_id,cluster_name,n_obs,first_utc,last_utc,parameters,x_utm_m,y_utm_m,nearest_kgmt_id,distance_to_nearest_kgmt_m,ag_neighbors_500m,ag_neighbors_1000m,ag_neighbors_2000m,ag_neighbors_5000m,distance_to_kgmt_centroid_m
ag_167674,№166 litsei,airgradient,43.2604,76.8725,5,West Central,901,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,651979.9751376997,4791434.694433014,kgmt_55,2581.130844832277,0,0,4,32,5390.162805527991
ag_167675,№14 mektep ,airgradient,43.2607,76.8858,5,West Central,902,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,653058.7314816385,4791492.283915005,kgmt_55,3549.203717959124,0,0,5,30,4723.299234489901
ag_167676,Ortalyq stadion,airgradient,43.2397,76.9241,4,City Center,378,2026-03-17 23:00:00+00:00,2026-04-03 10:00:00+00:00,pm25,656221.0615747913,4789230.9423989365,kgmt_56,824.923099348003,0,1,7,35,6398.484188075951
ag_167677,"Janatalap, №52 orta mektep",airgradient,43.4737,76.9641,9,Far North,849,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,658856.9590237355,4815294.291870172,kgmt_57,11263.079500581587,0,0,0,1,20010.904481292135
ag_167678,"Talǵar, ortalyq aýdandyq aýrýhana ",airgradient,43.3175,77.2293,6,East Suburbs (Talgar),895,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,680770.9313325315,4798486.893654276,kgmt_97,18699.83007040059,0,0,0,2,25511.543983894375
ag_167679,Avtomekhanikalyq kolledj ,airgradient,43.3049,76.9187,7,North Central,882,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,655616.3398696262,4796461.812440747,kgmt_59,693.6479621777836,0,0,5,22,902.4243887422856
ag_167680,№151 mektep,airgradient,43.2811,76.8806,5,West Central,901,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,652585.6804277004,4793748.342073825,kgmt_28,3071.357429505151,0,0,3,27,3379.2193472784948
ag_167681,№182 mektep-gimnaziya,airgradient,43.281,76.824,5,West Central,408,2026-03-17 23:00:00+00:00,2026-04-24 14:00:00+00:00,pm25,647993.4886270679,4793635.414517031,kgmt_55,1972.9175508635994,0,0,2,14,7682.208829934642
ag_167682,Dostyq ş.a. (Muzammil meşiti),airgradient,43.2239,76.8291,3,West Residential,348,2026-03-18 20:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,648546.0568792223,4787303.120605883,kgmt_58,3992.5964696455885,0,1,5,26,10762.471139786796
ag_167683,№128 Balabaqşasy (Şekspir k-si),airgradient,43.3575,76.9354,7,North Central,888,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,656835.3657823394,4802334.749578132,kgmt_26,2548.901525753161,0,0,2,15,6900.514653334272
ag_167687,№174 mektep-gimnaziya,airgradient,43.21574,76.791652,1,Southwest Suburbs,885,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,645524.153859643,4786331.0694595,kgmt_58,5204.029580798294,1,2,3,16,13549.046440826405
ag_167688,№198 mektep,airgradient,43.3183,76.9783,7,North Central,900,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,660415.0566034059,4798062.792163484,kgmt_26,3055.3620266425946,1,1,5,23,5573.1818920549495
ag_167689,№22 Qalalyq emhana,airgradient,43.3046,76.853,5,West Central,895,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,650288.3598459883,4796308.154091553,kgmt_28,658.1172376896214,0,0,3,11,5188.583778697464
ag_167691,Zhas Qanat aud. (Khmelnitskiy k-si.),airgradient,43.3177,76.9839,7,North Central,900,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,660870.7400774888,4798006.933256883,kgmt_60,3330.3423400240295,1,2,4,24,5961.626068757839
ag_167693,Jetisu 2,airgradient,43.2227,76.8467,3,West Residential,901,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,649978.3734816145,4787201.264699607,kgmt_58,4672.13229000267,0,1,7,32,9993.571772488018
ag_167694,Aport Mall East,airgradient,43.3148,77.0216,7,North Central,901,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,663935.6373357638,4797758.203558823,kgmt_60,3886.0540964034444,0,0,0,11,8784.465960194082
ag_167695,"Abaı auyly, №2 mektep",airgradient,43.2015,76.7636,1,Southwest Suburbs,888,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,643278.9653465039,4784701.213778017,kgmt_58,7700.309093187465,0,0,0,8,16305.924350298304
ag_167700,Qarağaily (Nadirov k-si),airgradient,43.1833,76.8416,2,South Central,587,2026-03-18 20:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,649660.4855130353,4782816.5272865575,kgmt_27,3787.9704001163773,0,0,2,20,14004.886867129835
ag_167701,"Isaevo auyly, Isaeva atyndaǵy mektep",airgradient,43.4012,76.7513,8,Far West,871,2026-03-19 07:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,641814.5939105134,4806858.372943087,kgmt_25,11215.656945104123,0,0,0,1,17676.682772954035
ag_167702,Bögenbai Batyr – Vereŝagin,airgradient,43.2487,76.887,3,West Residential,902,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,653186.2172617527,4790161.798039463,kgmt_56,3997.705359728874,0,1,6,35,5862.529063791222
ag_167706,Kojamqulov - Qarasai batyr,airgradient,43.25005,76.9179,4,City Center,902,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,655691.2903380226,4790368.815540724,kgmt_56,1879.0363293083058,0,1,8,34,5217.738838659171
ag_167707,№154 mektep,airgradient,43.2509,76.8338,3,West Residential,734,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,648862.0001325777,4790310.005405258,kgmt_58,1614.723497747511,0,1,6,24,8417.300535296636
ag_167709,№171 mektep,airgradient,43.2718,76.8449,5,West Central,901,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,649711.844057299,4792650.923818751,kgmt_55,7.494035125544537,0,0,3,22,6420.656388082336
ag_170428,Süıınbai – Musorgskiı,airgradient,43.2851,76.9481,4,City Center,685,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,658052.1758735871,4794318.074823864,kgmt_59,2554.198271041363,0,0,3,30,2913.9308798450766
ag_170429,Duman 2 (Mercur Grad) ,airgradient,43.2885,77.004,4,City Center,900,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,662578.4766925374,4794802.959812102,kgmt_60,1087.0238310502323,0,0,1,15,7194.97040270868
ag_171445,Samal 1,airgradient,43.2358,76.9518,4,City Center,883,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,658480.2388053228,4788849.953067177,kgmt_56,1468.5020154908643,0,0,6,27,7390.646184055006
ag_171446,Baitursynov k-si,airgradient,43.231494,76.934146,4,City Center,890,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,657057.8148669372,4788338.430535464,kgmt_56,707.2639942202859,0,0,6,32,7423.034030873073
ag_171447,Zharokov - Mynbayev st.,airgradient,43.2374,76.8995,2,South Central,853,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,654229.5010949743,4788929.838438143,kgmt_56,2797.6038031522344,0,1,6,38,6756.651580746121
ag_171448,Almalybaq,airgradient,43.222398,76.678183,1,Southwest Suburbs,901,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,636292.8014966107,4786879.322069665,kgmt_58,11979.176451054158,0,0,1,1,21018.103532483023
ag_171449,Zhambyl,airgradient,43.2734,76.6685,8,Far West,712,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,635393.3435773383,4792527.6712242495,kgmt_58,12168.80153001901,0,0,0,0,20263.39780647503
ag_173261,"Aqbulak, 7",airgradient,43.2427,76.8175,3,West Residential,853,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,647558.5892492097,4789370.441987255,kgmt_58,1783.0167680209872,0,1,4,22,10022.236950152412
ag_173265,№107 mektep,airgradient,43.2958,76.9374,4,City Center,530,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,657156.4858770965,4795486.203886818,kgmt_59,1132.5813650004154,0,1,5,26,1733.4485292081686
ag_173269,Almaty Museum of Arts ,airgradient,43.2267,76.9492,4,City Center,886,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,658292.6798850365,4787834.410499042,kgmt_56,1753.0014655180266,0,1,5,28,8259.004320201302
ag_173630,Medeu,airgradient,43.1642,77.0494,0,South Foothills,799,2026-03-18 20:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,666600.0541909668,4781087.919007882,kgmt_56,12449.922719587921,0,0,0,0,18299.81821625961
ag_180811,"Almaty, Dostyk 300/60",airgradient,43.2226,76.9759,4,City Center,502,2026-03-20 07:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,660471.774044184,4787429.965192901,kgmt_56,3806.5924539969196,0,1,3,15,9585.601983503993
ag_186392,Nurly-Tan 37,airgradient,43.213101,76.7950629,1,Southwest Suburbs,896,2026-03-17 23:00:00+00:00,2026-04-25 09:00:00+00:00,pm25,645807.4939833295,4786043.932643457,kgmt_58,5376.100245862352,1,2,3,17,13543.993027833818
